dup_group_id,record_id,parent_record_id,records_hierarchy,server_name,date_first_seen,title,title_clean_v2,authors_flat,cluster_size
12145933395154763213,datacite::10.22004/ag.econ.286599,,parent,AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286602,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286603,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286607,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286609,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286613,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286614,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286615,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286616,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286620,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286627,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286654,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286870,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286902,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286622,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286630,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286631,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286632,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286633,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286634,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286635,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286636,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286637,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286638,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286639,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286640,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286641,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286642,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286643,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286644,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286645,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286646,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286647,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286648,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286649,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286650,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286651,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286652,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286653,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286655,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286656,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286657,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286658,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286659,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286660,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286661,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286662,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286663,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286664,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286665,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286667,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286668,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286669,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
12145933395154763213,datacite::10.22004/ag.econ.286670,datacite::10.22004/ag.econ.286599,parent - duplicate (AgEcon Search),AgEcon Search,2019-08-30,Agricultural Letter,agricultural letter,"Sloan, Roby",301
